order_id,order_date,ship_date,customer_id,product_id,region,sales,quantity,discount,profit
ORD-00069,2023-10-27,2023-10-29,CUST-0038,PROD-0012,South,882.76,3,0,282.48
ORD-00070,2022-12-15,2022-12-18,CUST-0011,PROD-0020,West,1178.36,4,0.5,-388.86
ORD-00071,2023-06-05,2023-06-10,CUST-0033,PROD-0022,North,3179.24,8,0.3,-476.89
ORD-00072,2023-12-09,2023-12-15,CUST-0039,PROD-0021,West,1418.8,5,0.3,-212.82
ORD-00073,2022-08-07,2022-08-10,CUST-0049,PROD-0019,South,555.46,5,0.5,-183.3
ORD-00074,2024-03-21,2024-03-25,CUST-0002,PROD-0019,West,524.02,1,0.2,-31.44
ORD-00075,2023-04-17,2023-04-23,CUST-0103,PROD-0012,North,2303.5,4,0.15,426.15
ORD-00076,2022-10-08,2022-10-15,CUST-0013,PROD-0029,East,26.64,1,0,5.33
ORD-00077,2022-07-04,2022-07-08,CUST-0042,PROD-0024,South,177.31,4,0.15,11.53
ORD-00078,2024-10-24,2024-10-28,CUST-0107,PROD-0006,North,9801.41,8,0,3136.45
ORD-00079,2024-08-17,2024-08-19,CUST-0019,PROD-0025,West,193.05,7,0.1,21.24
ORD-00080,2022-01-29,2022-02-02,CUST-0069,PROD-0004,South,1996.84,5,0,638.99
ORD-00081,2023-04-24,2023-04-29,CUST-0004,PROD-0020,West,847.04,6,0.3,-127.06
ORD-00082,2023-09-11,2023-09-18,CUST-0053,PROD-0004,North,341.11,1,0.1,78.46
ORD-00083,2022-10-05,2022-10-10,CUST-0059,PROD-0012,East,2414.33,7,0.15,446.65
ORD-00084,2022-07-22,2022-07-27,CUST-0079,PROD-0014,West,1136.56,5,0.1,34.1
ORD-00085,2024-01-13,2024-01-15,CUST-0088,PROD-0012,South,757.34,6,0.05,208.27
ORD-00086,2022-07-07,2022-07-14,CUST-0028,PROD-0021,East,118.54,1,0.4,-28.45
ORD-00087,2023-02-25,2023-02-27,CUST-0107,PROD-0025,South,135.92,4,0.15,8.83
ORD-00088,2022-01-06,2022-01-10,CUST-0110,PROD-0005,West,2498.26,5,0,799.44
ORD-00089,2022-01-31,2022-02-04,CUST-0102,PROD-0026,North,50.55,6,0.1,5.56
ORD-00090,2024-12-13,2024-12-15,CUST-0096,PROD-0003,South,5543.38,6,0.1,1274.98
ORD-00091,2022-03-30,2022-04-06,CUST-0101,PROD-0030,West,31.92,5,0.1,3.51
ORD-00092,2024-04-02,2024-04-07,CUST-0088,PROD-0004,South,1437.41,8,0,459.97
ORD-00093,2022-09-16,2022-09-20,CUST-0080,PROD-0021,East,1150.5,6,0.4,-276.12
ORD-00094,2024-05-31,2024-06-02,CUST-0102,PROD-0023,North,140.21,4,0.1,15.42
ORD-00095,2024-03-27,2024-04-01,CUST-0094,PROD-0004,South,4566.4,6,0.05,1255.76
ORD-00096,2022-05-18,2022-05-20,CUST-0107,PROD-0003,North,1350.05,2,0,432.02
ORD-00097,2023-11-07,2023-11-14,CUST-0016,PROD-0014,South,3679.55,7,0.4,-883.09
ORD-00098,2023-10-02,2023-10-06,CUST-0014,PROD-0019,South,384.65,3,0.4,-92.32
ORD-00099,2024-01-23,2024-01-25,CUST-0098,PROD-0009,East,4040.21,7,0.1,929.25
ORD-00100,2022-02-23,2022-03-01,CUST-0119,PROD-0022,West,638.91,5,0.2,-38.33
ORD-00101,2023-12-20,2023-12-22,CUST-0024,PROD-0028,North,752.83,7,0,150.57
ORD-00102,2024-12-22,2024-12-25,CUST-0049,PROD-0014,South,1925.15,3,0.4,-462.04
ORD-00103,2022-06-23,2022-06-25,CUST-0020,PROD-0006,West,510.87,1,0.05,140.49
ORD-00104,2024-06-24,2024-06-29,CUST-0035,PROD-0007,West,797.24,2,0.1,183.37
ORD-00105,2024-09-23,2024-09-29,CUST-0086,PROD-0010,North,8713.64,7,0,2788.36
ORD-00106,2022-10-09,2022-10-13,CUST-0038,PROD-0011,North,4603.39,8,0.15,851.63
ORD-00107,2023-04-17,2023-04-23,CUST-0072,PROD-0027,East,37.37,6,0,7.47
ORD-00108,2024-07-30,2024-08-01,CUST-0111,PROD-0011,East,4803.93,7,0,1537.26
ORD-00109,2023-10-28,2023-10-31,CUST-0103,PROD-0020,South,2269.78,6,0.4,-544.75
ORD-00110,2024-03-31,2024-04-06,CUST-0011,PROD-0013,West,2044.61,6,0.5,-674.72
ORD-00111,2022-08-22,2022-08-28,CUST-0066,PROD-0007,West,1876.3,6,0,600.42
ORD-00112,2023-04-29,2023-05-01,CUST-0019,PROD-0009,North,2062.65,3,0.15,381.59
ORD-00113,2024-10-08,2024-10-13,CUST-0097,PROD-0019,West,3657.14,8,0.4,-877.71
ORD-00114,2023-10-24,2023-10-31,CUST-0041,PROD-0005,South,3717.93,8,0,1189.74
ORD-00115,2023-12-22,2023-12-28,CUST-0010,PROD-0010,South,212.77,1,0,68.09
ORD-00116,2024-11-04,2024-11-09,CUST-0060,PROD-0019,South,948.2,1,0.2,-56.89
ORD-00117,2024-09-01,2024-09-07,CUST-0020,PROD-0002,South,6806.38,6,0,2178.04
ORD-00118,2023-05-23,2023-05-30,CUST-0057,PROD-0015,South,1631.65,3,0.2,-97.9
ORD-00119,2022-04-18,2022-04-25,CUST-0083,PROD-0011,North,893.24,2,0.15,165.25
ORD-00120,2022-11-04,2022-11-08,CUST-0011,PROD-0019,East,2995.57,6,0.1,89.87
ORD-00121,2022-06-23,2022-06-27,CUST-0072,PROD-0013,East,1059.64,6,0.5,-349.68
ORD-00122,2024-12-14,2024-12-16,CUST-0083,PROD-0022,South,2535.02,6,0.2,-152.1
ORD-00123,2024-09-22,2024-09-25,CUST-0029,PROD-0005,North,4605.81,5,0.15,852.07
ORD-00124,2024-12-14,2024-12-16,CUST-0085,PROD-0011,West,2835.95,3,0.15,524.65
ORD-00125,2022-12-06,2022-12-13,CUST-0057,PROD-0002,South,4748.44,4,0.05,1305.82
ORD-00126,2023-04-25,2023-05-01,CUST-0031,PROD-0010,West,5913.06,8,0.1,1360.0
ORD-00127,2024-06-21,2024-06-26,CUST-0099,PROD-0010,West,7449.78,7,0,2383.93
ORD-00128,2023-05-28,2023-05-30,CUST-0083,PROD-0016,West,780.36,2,0,93.64
ORD-00129,2022-11-25,2022-11-29,CUST-0058,PROD-0029,South,474.04,7,0.05,73.48
ORD-00130,2022-02-24,2022-03-01,CUST-0007,PROD-0013,South,256.42,4,0.2,-15.39
ORD-00131,2022-07-22,2022-07-29,CUST-0084,PROD-0011,West,284.09,3,0,90.91
ORD-00132,2024-08-18,2024-08-23,CUST-0079,PROD-0001,West,300.58,1,0.15,55.61
ORD-00133,2024-12-16,2024-12-21,CUST-0015,PROD-0025,North,382.97,5,0.15,24.89
ORD-00134,2024-07-25,2024-07-27,CUST-0015,PROD-0027,West,51.6,1,0.05,8.0
ORD-00135,2024-05-29,2024-05-31,CUST-0079,PROD-0012,North,2294.16,7,0,734.13
ORD-00136,2022-05-19,2022-05-25,CUST-0070,PROD-0017,West,245.4,1,0.2,-14.72
ORD-00137,2023-06-04,2023-06-11,CUST-0003,PROD-0012,West,1499.71,6,0.1,344.93
ORD-00138,2023-11-12,2023-11-15,CUST-0006,PROD-0012,South,3643.26,3,0.05,1001.9
ORD-00139,2023-01-09,2023-01-12,CUST-0009,PROD-0023,West,310.47,8,0,62.09
ORD-00140,2023-10-09,2023-10-13,CUST-0066,PROD-0013,West,3469.48,8,0.2,-208.17
ORD-00141,2022-04-08,2022-04-15,CUST-0043,PROD-0009,North,2442.1,6,0.05,671.58
ORD-00142,2023-11-26,2023-11-29,CUST-0064,PROD-0023,South,66.69,5,0.15,4.33
ORD-00143,2023-01-05,2023-01-11,CUST-0038,PROD-0011,North,3261.53,6,0.05,896.92
ORD-00144,2022-12-08,2022-12-15,CUST-0057,PROD-0012,South,5005.24,6,0,1601.68
ORD-00145,2022-06-03,2022-06-10,CUST-0082,PROD-0013,South,283.72,3,0.3,-42.56
ORD-00146,2022-03-13,2022-03-16,CUST-0009,PROD-0008,West,1922.51,6,0,615.2
ORD-00147,2024-07-10,2024-07-14,CUST-0048,PROD-0015,West,1036.76,3,0.1,31.1
ORD-00148,2022-08-21,2022-08-23,CUST-0095,PROD-0006,South,4402.86,7,0.15,814.53
ORD-00149,2024-07-02,2024-07-05,CUST-0079,PROD-0010,East,2025.44,8,0,648.14
ORD-00150,2024-06-30,2024-07-02,CUST-0104,PROD-0022,West,3010.6,6,0.2,-180.64
ORD-00151,2023-09-07,2023-09-10,CUST-0092,PROD-0023,West,35.02,3,0,7.0
ORD-00152,2022-10-12,2022-10-15,CUST-0102,PROD-0016,North,4041.73,6,0,485.01
ORD-00153,2022-05-15,2022-05-19,CUST-0051,PROD-0023,East,43.51,7,0.05,6.74
ORD-00154,2022-06-01,2022-06-06,CUST-0060,PROD-0022,South,1347.94,3,0.1,40.44
ORD-00155,2022-09-22,2022-09-27,CUST-0065,PROD-0030,West,23.64,2,0,4.73
ORD-00156,2023-12-10,2023-12-16,CUST-0115,PROD-0010,West,1638.58,5,0.15,303.14
ORD-00157,2023-09-13,2023-09-19,CUST-0069,PROD-0003,South,1602.58,3,0.1,368.59
ORD-00158,2023-11-23,2023-11-29,CUST-0006,PROD-0027,West,117.51,2,0,23.5
ORD-00159,2024-05-03,2024-05-09,CUST-0082,PROD-0001,South,3301.2,5,0.15,610.72
ORD-00160,2024-04-11,2024-04-15,CUST-0059,PROD-0003,East,1233.29,3,0.1,283.66
ORD-00161,2022-10-22,2022-10-26,CUST-0111,PROD-0023,South,115.52,6,0.15,7.51
ORD-00162,2022-08-06,2022-08-10,CUST-0031,PROD-0015,North,667.61,8,0.3,-100.14
ORD-00163,2024-05-06,2024-05-09,CUST-0111,PROD-0029,North,129.98,6,0,26.0
ORD-00164,2024-10-17,2024-10-23,CUST-0060,PROD-0016,West,5840.91,8,0.1,175.23
ORD-00165,2023-03-17,2023-03-23,CUST-0046,PROD-0002,North,5243.68,8,0,1677.98
ORD-00166,2022-01-17,2022-01-19,CUST-0056,PROD-0005,West,2593.76,6,0.1,596.56
ORD-00167,2023-02-03,2023-02-07,CUST-0071,PROD-0010,North,4421.81,8,0.15,818.03
ORD-00168,2022-09-01,2022-09-04,CUST-0013,PROD-0013,South,944.58,6,0.4,-226.7
ORD-00169,2024-11-08,2024-11-13,CUST-0065,PROD-0002,North,4479.35,3,0,1433.39
ORD-00170,2024-11-21,2024-11-24,CUST-0042,PROD-0030,East,217.23,3,0.15,14.12
ORD-00171,2023-11-20,2023-11-26,CUST-0107,PROD-0017,South,593.44,5,0,71.21
ORD-00172,2024-05-03,2024-05-09,CUST-0040,PROD-0026,West,42.58,1,0.15,2.77
ORD-00173,2023-04-12,2023-04-19,CUST-0007,PROD-0019,South,1821.57,7,0.5,-601.12
ORD-00174,2022-08-14,2022-08-17,CUST-0003,PROD-0015,South,306.02,3,0.4,-73.44
ORD-00175,2024-08-23,2024-08-30,CUST-0094,PROD-0002,East,2127.64,4,0.05,585.1
ORD-00176,2023-10-05,2023-10-08,CUST-0059,PROD-0030,South,254.01,6,0.05,39.37
ORD-00177,2024-09-18,2024-09-21,CUST-0032,PROD-0009,South,3710.88,4,0.15,686.51
ORD-00178,2023-03-01,2023-03-08,CUST-0091,PROD-0016,South,3316.68,6,0.2,-199.0
ORD-00179,2022-09-07,2022-09-13,CUST-0087,PROD-0018,South,3353.41,7,0.2,-201.2
ORD-00180,2022-03-28,2022-04-01,CUST-0092,PROD-0003,South,3970.61,8,0.1,913.24
ORD-00181,2023-07-10,2023-07-16,CUST-0090,PROD-0009,North,1090.17,4,0.15,201.68
ORD-00182,2023-04-22,2023-04-24,CUST-0013,PROD-0014,South,2788.58,8,0.4,-669.26
ORD-00183,2022-11-20,2022-11-25,CUST-0084,PROD-0030,West,599.65,8,0.05,92.95
ORD-00184,2023-08-08,2023-08-15,CUST-0008,PROD-0030,West,226.07,4,0,45.21
ORD-00185,2024-05-05,2024-05-08,CUST-0120,PROD-0030,North,431.0,7,0.05,66.8
ORD-00186,2022-03-18,2022-03-20,CUST-0039,PROD-0019,East,2102.98,6,0.3,-315.45
ORD-00187,2022-10-02,2022-10-08,CUST-0060,PROD-0009,North,583.54,2,0.15,107.95
ORD-00188,2023-01-17,2023-01-19,CUST-0095,PROD-0011,West,680.67,4,0.05,187.18
ORD-00189,2024-11-21,2024-11-25,CUST-0012,PROD-0013,East,1819.66,3,0,218.36
ORD-00190,2023-06-19,2023-06-24,CUST-0031,PROD-0015,West,1567.93,6,0.5,-517.42
ORD-00191,2024-01-07,2024-01-14,CUST-0031,PROD-0002,East,1870.54,8,0.15,346.05
ORD-00192,2023-09-29,2023-10-06,CUST-0016,PROD-0021,West,704.7,5,0.3,-105.71
ORD-00193,2022-11-10,2022-11-15,CUST-0096,PROD-0020,South,5894.2,8,0.1,176.83
ORD-00194,2022-06-17,2022-06-23,CUST-0058,PROD-0017,East,114.28,2,0.4,-27.43
ORD-00195,2023-02-19,2023-02-25,CUST-0069,PROD-0005,North,1290.33,8,0,412.91
ORD-00196,2024-11-11,2024-11-16,CUST-0104,PROD-0002,South,6521.87,7,0,2087.0
ORD-00197,2022-02-14,2022-02-19,CUST-0033,PROD-0027,North,74.91,4,0,14.98
ORD-00198,2022-05-04,2022-05-06,CUST-0120,PROD-0016,North,501.81,7,0.5,-165.6
ORD-00199,2024-05-10,2024-05-14,CUST-0115,PROD-0013,South,2673.68,7,0.4,-641.68
ORD-00200,2022-09-30,2022-10-07,CUST-0111,PROD-0012,North,3514.66,7,0,1124.69
ORD-00201,2022-02-16,2022-02-20,CUST-0060,PROD-0022,East,1899.84,7,0.2,-113.99
ORD-00202,2022-11-14,2022-11-18,CUST-0025,PROD-0030,West,105.59,2,0,21.12
ORD-00203,2023-05-08,2023-05-11,CUST-0009,PROD-0004,East,3295.66,8,0.15,609.7
ORD-00204,2022-04-01,2022-04-06,CUST-0057,PROD-0008,South,147.86,1,0.15,27.35
ORD-00205,2023-10-16,2023-10-22,CUST-0077,PROD-0025,East,256.69,6,0.15,16.68
ORD-00206,2023-03-29,2023-04-03,CUST-0039,PROD-0009,North,2046.93,3,0,655.02
ORD-00207,2024-02-20,2024-02-26,CUST-0041,PROD-0023,South,106.33,3,0,21.27
ORD-00208,2023-04-07,2023-04-11,CUST-0110,PROD-0023,North,455.34,8,0.15,29.6
ORD-00209,2024-12-21,2024-12-24,CUST-0050,PROD-0008,North,8219.99,6,0,2630.4
ORD-00210,2023-01-26,2023-01-28,CUST-0035,PROD-0013,East,61.34,1,0.5,-20.24
ORD-00211,2023-03-21,2023-03-26,CUST-0027,PROD-0028,West,282.72,5,0,56.54
ORD-00212,2024-09-07,2024-09-10,CUST-0090,PROD-0020,East,2100.26,7,0.3,-315.04
ORD-00213,2024-08-12,2024-08-18,CUST-0084,PROD-0012,South,3269.88,6,0.15,604.93
ORD-00214,2024-08-19,2024-08-23,CUST-0118,PROD-0007,South,1053.5,7,0,337.12
ORD-00215,2023-06-19,2023-06-25,CUST-0120,PROD-0019,East,662.46,7,0.4,-158.99
ORD-00216,2023-05-19,2023-05-24,CUST-0071,PROD-0021,West,1757.46,6,0.5,-579.96
ORD-00217,2024-10-01,2024-10-06,CUST-0022,PROD-0024,West,47.05,3,0.15,3.06
ORD-00218,2022-05-01,2022-05-07,CUST-0005,PROD-0027,West,43.64,1,0,8.73
ORD-00219,2022-05-20,2022-05-27,CUST-0020,PROD-0001,North,2716.84,8,0.1,624.87
ORD-00220,2024-09-16,2024-09-23,CUST-0063,PROD-0001,North,881.12,7,0,281.96
ORD-00221,2022-02-05,2022-02-11,CUST-0105,PROD-0023,East,22.87,3,0,4.57
ORD-00222,2024-12-14,2024-12-18,CUST-0105,PROD-0012,North,2275.26,7,0,728.08
ORD-00223,2023-04-08,2023-04-12,CUST-0088,PROD-0027,West,35.4,1,0,7.08
ORD-00224,2022-01-20,2022-01-27,CUST-0022,PROD-0003,South,3042.9,7,0,973.73
ORD-00225,2024-12-17,2024-12-19,CUST-0030,PROD-0007,West,4720.68,8,0,1510.62
ORD-00226,2022-03-09,2022-03-12,CUST-0119,PROD-0028,South,142.01,4,0.1,15.62
ORD-00227,2022-06-07,2022-06-11,CUST-0021,PROD-0019,North,1388.89,7,0.5,-458.33
ORD-00228,2022-10-14,2022-10-21,CUST-0093,PROD-0003,South,664.19,6,0,212.54
ORD-00229,2024-03-23,2024-03-27,CUST-0004,PROD-0021,North,2260.55,8,0.3,-339.08
ORD-00230,2023-01-16,2023-01-23,CUST-0075,PROD-0022,South,1951.95,5,0.1,58.56
ORD-00231,2024-02-18,2024-02-25,CUST-0101,PROD-0021,North,805.75,7,0.2,-48.35
ORD-00232,2024-06-29,2024-07-03,CUST-0098,PROD-0009,North,622.87,2,0.05,171.29
ORD-00233,2022-07-31,2022-08-02,CUST-0012,PROD-0012,South,4221.07,6,0,1350.74
ORD-00234,2023-05-13,2023-05-19,CUST-0067,PROD-0006,East,494.31,3,0,158.18
ORD-00235,2022-12-09,2022-12-14,CUST-0036,PROD-0014,North,1454.56,2,0.3,-218.18
ORD-00236,2023-02-05,2023-02-10,CUST-0014,PROD-0005,South,2072.22,7,0,663.11
ORD-00237,2024-06-20,2024-06-24,CUST-0056,PROD-0027,West,142.44,3,0.1,15.67
ORD-00238,2023-10-06,2023-10-09,CUST-0051,PROD-0011,North,8036.8,8,0,2571.78
ORD-00239,2024-03-15,2024-03-19,CUST-0015,PROD-0030,South,198.58,3,0.1,21.84
ORD-00240,2023-03-06,2023-03-11,CUST-0103,PROD-0010,West,1427.95,2,0.05,392.69
ORD-00241,2022-10-13,2022-10-20,CUST-0039,PROD-0008,North,1759.04,3,0.1,404.58
ORD-00242,2024-09-08,2024-09-14,CUST-0052,PROD-0018,South,3045.52,7,0.4,-730.92
ORD-00243,2022-06-24,2022-06-26,CUST-0099,PROD-0008,East,797.37,6,0.15,147.51
ORD-00244,2024-03-29,2024-04-02,CUST-0102,PROD-0014,North,651.27,2,0.4,-156.3
ORD-00245,2023-03-29,2023-04-03,CUST-0048,PROD-0013,South,166.96,3,0.3,-25.04
ORD-00246,2022-06-25,2022-06-27,CUST-0107,PROD-0024,North,156.29,5,0.05,24.22
ORD-00247,2024-09-02,2024-09-04,CUST-0057,PROD-0024,East,274.35,6,0,54.87
ORD-00248,2023-12-04,2023-12-11,CUST-0014,PROD-0022,West,1851.24,4,0.3,-277.69
ORD-00249,2024-08-04,2024-08-07,CUST-0103,PROD-0013,East,628.23,3,0.4,-150.78
ORD-00250,2023-02-09,2023-02-14,CUST-0076,PROD-0014,South,1819.4,4,0,218.33
ORD-00251,2022-07-28,2022-08-03,CUST-0024,PROD-0012,South,1052.63,8,0.15,194.74
ORD-00252,2023-10-04,2023-10-10,CUST-0050,PROD-0020,South,631.19,2,0.5,-208.29
ORD-00253,2023-09-02,2023-09-08,CUST-0076,PROD-0003,East,765.76,6,0.15,141.67
ORD-00254,2022-10-17,2022-10-23,CUST-0050,PROD-0014,East,939.35,7,0.5,-309.99
ORD-00255,2022-12-21,2022-12-27,CUST-0022,PROD-0016,North,1308.66,3,0.2,-78.52
ORD-00256,2022-01-20,2022-01-25,CUST-0018,PROD-0007,West,2147.25,8,0.05,590.49
ORD-00257,2024-09-27,2024-09-30,CUST-0011,PROD-0019,North,1191.51,4,0.1,35.75
ORD-00258,2024-07-25,2024-07-31,CUST-0096,PROD-0025,West,80.83,2,0.05,12.53
ORD-00259,2022-03-27,2022-04-03,CUST-0057,PROD-0018,North,3236.48,7,0.2,-194.19
ORD-00260,2022-03-08,2022-03-13,CUST-0034,PROD-0012,West,748.06,2,0,239.38
ORD-00261,2023-03-06,2023-03-13,CUST-0076,PROD-0023,South,120.28,7,0,24.06
ORD-00262,2022-05-02,2022-05-08,CUST-0045,PROD-0018,North,1197.85,3,0.2,-71.87
ORD-00263,2024-11-19,2024-11-26,CUST-0105,PROD-0004,North,13095.56,7,0,4190.58
ORD-00264,2022-09-29,2022-10-02,CUST-0019,PROD-0023,South,96.86,4,0.15,6.3
ORD-00265,2023-07-05,2023-07-12,CUST-0054,PROD-0013,South,906.99,2,0.2,-54.42
ORD-00266,2024-07-20,2024-07-25,CUST-0042,PROD-0019,North,793.33,2,0.2,-47.6
ORD-00267,2022-05-10,2022-05-16,CUST-0051,PROD-0007,West,1486.14,4,0.1,341.81
ORD-00268,2022-09-25,2022-10-01,CUST-0110,PROD-0016,West,391.64,1,0,47.0
ORD-00269,2022-09-12,2022-09-15,CUST-0057,PROD-0015,North,1713.02,7,0.5,-565.3
ORD-00270,2023-09-11,2023-09-14,CUST-0112,PROD-0030,West,50.9,2,0,10.18
ORD-00271,2022-04-17,2022-04-22,CUST-0081,PROD-0010,East,1248.39,4,0,399.48
